Tanggal,Harga Buka,Harga Tertinggi ,Harga Terendah,Harga Tutup,Harga Penutupan Disesuaikan,Volume Perdagangan
2023-10-27,4880,4900,4850,4850,4628.7963867188,39350600
2023-10-30,4850,4860,4810,4850,4628.7963867188,34312600
2023-10-31,4850,4850,4720,4790,4571.5327148438,62061200
2023-11-01,4930,4930,4790,4820,4600.1645507812,58008400
2023-11-02,4820,4920,4810,4870,4647.8842773438,61528700
2023-11-03,4910,4940,4880,4890,4666.9721679688,37333500
2023-11-06,4980,5000,4940,4970,4743.3232421875,54278500
2023-11-07,4970,4970,4910,4940,4714.69140625,38213600
2023-11-08,4940,4950,4860,4880,4657.4282226562,30691100
2023-11-09,4880,4950,4860,4860,4638.3403320312,32999400
2023-11-10,4860,4870,4820,4860,4638.3403320312,37753900
2023-11-13,4890,4910,4870,4890,4666.9721679688,17199700
2023-11-14,4910,4940,4880,4880,4657.4282226562,27961100
2023-11-15,4970,5025,4960,4980,4752.8671875,93350800
2023-11-16,4970,4990,4910,4950,4724.2353515625,38121600
2023-11-17,4940,4990,4900,4980,4752.8671875,48489500
2023-11-20,5000,5025,4970,4980,4752.8671875,52108800
2023-11-21,5000,5100,4990,5075,4843.5341796875,129449900
2023-11-22,5100,5100,5025,5075,4843.5341796875,28872800
2023-11-23,5100,5175,5075,5150,4915.1137695312,80157000
2023-11-24,5175,5250,5175,5200,4962.8330078125,61211100
2023-11-27,5225,5350,5225,5275,5034.4125976562,79553000
2023-11-28,5350,5350,5175,5175,4938.9736328125,43142000
2023-11-29,5125,5225,5100,5225,4986.6928710938,48041400
2023-11-30,5150,5275,5150,5275,5034.4125976562,127524100
2023-12-01,5300,5300,5200,5250,5010.552734375,31223300
2023-12-04,5275,5350,5250,5300,5058.2724609375,34104500
2023-12-05,5300,5325,5225,5300,5058.2724609375,29788300
2023-12-06,5300,5325,5225,5225,4986.6928710938,32453700
2023-12-07,5225,5300,5150,5275,5034.4125976562,36511000
2023-12-08,5200,5225,5075,5075,4843.5341796875,47842200
2023-12-11,5075,5200,5050,5175,4938.9736328125,36394800
2023-12-12,5250,5300,5225,5275,5034.4125976562,40554100
2023-12-13,5275,5275,5125,5175,4938.9736328125,39240500
2023-12-14,5225,5400,5225,5350,5105.9916992188,85061100
2023-12-15,5425,5425,5275,5275,5034.4125976562,58451500
2023-12-18,5250,5300,5175,5200,4962.8330078125,51524600
2023-12-19,5200,5250,5175,5200,4962.8330078125,42678100
2023-12-20,5225,5250,5175,5200,4962.8330078125,54306000
2023-12-21,5225,5225,5125,5150,4915.1137695312,48767200
2023-12-22,5200,5250,5175,5250,5010.552734375,35234900
2023-12-27,5300,5325,5250,5275,5034.4125976562,31289300
2023-12-28,5300,5400,5250,5350,5105.9916992188,37566900
2023-12-29,5375,5400,5325,5375,5129.8515625,38423300
2024-01-02,5375,5375,5300,5375,5129.8515625,20147500
2024-01-03,5375,5400,5325,5350,5105.9916992188,27547700
2024-01-04,5350,5675,5325,5600,5344.58984375,77162400
2024-01-05,5675,5750,5575,5575,5320.7299804688,69463500
2024-01-08,5575,5650,5550,5575,5320.7299804688,60606600
2024-01-09,5600,5650,5600,5650,5392.3090820312,34897000
2024-01-10,5625,5675,5575,5600,5344.58984375,37988500
2024-01-11,5650,5700,5575,5600,5344.58984375,22855800
2024-01-12,5600,5650,5575,5600,5344.58984375,40942900
2024-01-15,5650,5675,5600,5625,5368.44921875,51408800
2024-01-16,5625,5625,5575,5600,5344.58984375,37795700
2024-01-17,5600,5625,5475,5550,5296.8701171875,61481200
2024-01-18,5550,5600,5475,5550,5296.8701171875,33241700
2024-01-19,5575,5575,5475,5500,5249.150390625,29776100
2024-01-22,5525,5600,5450,5525,5273.0102539062,30949600
2024-01-23,5525,5525,5375,5425,5177.5712890625,48824300
2024-01-24,5450,5500,5400,5475,5225.2905273438,42436800
2024-01-25,5500,5525,5400,5400,5153.7114257812,47955600
2024-01-26,5400,5425,5350,5425,5177.5712890625,30545600
2024-01-29,5450,5575,5450,5575,5320.7299804688,63056100
2024-01-30,5575,5675,5550,5650,5392.3090820312,55020500
2024-01-31,5700,5800,5675,5750,5487.748046875,70045600
2024-02-01,5750,5750,5650,5725,5463.888671875,49179400
2024-02-02,5750,5825,5750,5775,5511.6079101562,44074200
2024-02-05,5775,5825,5725,5750,5487.748046875,47096400
2024-02-06,5775,5825,5750,5775,5511.6079101562,41834000
2024-02-07,5775,5825,5750,5750,5487.748046875,39906900
2024-02-12,5775,6000,5750,5950,5678.6264648438,64615800
2024-02-13,5975,5975,5850,5875,5607.0473632812,74976200
2024-02-15,6150,6225,6000,6000,5726.3461914062,128792500
2024-02-16,6025,6125,6000,6000,5726.3461914062,62601000
2024-02-19,6025,6050,5875,5875,5607.0473632812,67950100
2024-02-20,5900,6025,5900,6025,5750.2055664062,37554100
2024-02-21,6025,6050,5925,6000,5726.3461914062,54476400
2024-02-22,6000,6025,5900,5950,5678.6264648438,37676100
2024-02-23,6000,6000,5825,5900,5630.9067382812,50216600
2024-02-26,5900,5925,5800,5900,5630.9067382812,27500000
2024-02-27,5900,6000,5850,6000,5726.3461914062,38645200
2024-02-28,5950,6000,5900,5975,5702.486328125,27278600
2024-02-29,5975,6000,5900,6000,5726.3461914062,48736000
2024-03-01,5925,5975,5825,5900,5630.9067382812,71774400
2024-03-04,5900,5925,5800,5875,5607.0473632812,35600700
2024-03-05,5875,5950,5850,5900,5630.9067382812,49795500
2024-03-06,5900,5950,5875,5950,5678.6264648438,28923100
2024-03-07,5975,6025,5950,5975,5702.486328125,47464200
2024-03-08,6000,6125,5975,6100,5821.78515625,73185000
2024-03-13,6100,6250,6100,6225,5941.083984375,87861700
2024-03-14,6225,6250,6075,6150,5869.5048828125,88145400
2024-03-15,5950,5950,5725,5800,5800,144447600
2024-03-18,5825,5900,5800,5800,5800,48979300
2024-03-19,5800,5875,5800,5850,5850,34162200
2024-03-20,5850,5900,5850,5875,5875,32725900
2024-03-21,5900,5925,5800,5800,5800,50976000
2024-03-22,5850,5875,5800,5850,5850,29927600
2024-03-25,5925,5925,5825,5925,5925,43514000
2024-03-26,5950,5950,5850,5950,5950,29383900
2024-03-27,5950,5975,5900,5925,5925,19643200
2024-03-28,5950,5950,5850,5900,5900,40077400
2024-04-01,5900,5900,5550,5650,5650,100174400
2024-04-02,5625,5625,5425,5475,5475,121164600
2024-04-03,5450,5525,5225,5325,5325,126994500
2024-04-04,5250,5375,5250,5350,5350,163113100
2024-04-05,5325,5375,5300,5300,5300,36818200
2024-04-16,5075,5300,5050,5200,5200,164123600
2024-04-17,5250,5350,5250,5250,5250,68948000
2024-04-18,5250,5350,5250,5300,5300,57785900
2024-04-19,5250,5275,5175,5225,5225,52519300
2024-04-22,5250,5350,5150,5350,5350,62509300
2024-04-23,5375,5425,5250,5250,5250,45322700
2024-04-24,5300,5350,5200,5300,5300,44771200
2024-04-25,5300,5325,5225,5300,5300,35922300
2024-04-26,5200,5275,5100,5150,5150,80482400
2024-04-29,5125,5225,5050,5225,5225,41068600
2024-04-30,5325,5350,5225,5250,5250,73658500
2024-05-02,5200,5250,4810,4830,4830,183458300
2024-05-03,4850,4880,4750,4830,4830,89058400
2024-05-06,4880,4890,4800,4810,4810,81862000
2024-05-07,4790,4810,4680,4700,4700,82580800
2024-05-08,4680,4770,4620,4670,4670,58548300
2024-05-13,4600,4780,4600,4780,4780,54329600
2024-05-14,4790,4940,4780,4930,4930,70014900
2024-05-15,4880,5100,4850,5025,5025,85730700
2024-05-16,5125,5275,5100,5200,5200,118382400
2024-05-17,5200,5275,5125,5175,5175,67679700
2024-05-20,5200,5250,4950,4980,4980,76605300
2024-05-21,4980,4980,4760,4770,4770,87501700
2024-05-22,4720,4800,4720,4760,4760,60859500
2024-05-27,4770,4790,4630,4670,4670,60499200
2024-05-28,4700,4790,4690,4710,4710,25799600
2024-05-29,4680,4690,4500,4530,4530,111830200
2024-05-30,4500,4560,4370,4490,4490,81608700
2024-05-31,4540,4570,4400,4400,4400,145978300
2024-06-03,4460,4640,4450,4620,4620,53865700
2024-06-04,4650,4700,4600,4640,4640,52885400
2024-06-05,4630,4660,4580,4610,4610,46536400
2024-06-06,4670,4770,4630,4770,4770,69154900
2024-06-07,4770,4780,4660,4700,4700,45575300
2024-06-10,4650,4660,4550,4610,4610,65704900
2024-06-11,4560,4630,4480,4480,4480,95286400
2024-06-12,4430,4460,4410,4430,4430,112781100
2024-06-13,4500,4520,4460,4480,4480,47763900
2024-06-14,4480,4480,4310,4310,4310,65046900
2024-06-19,4310,4390,4260,4300,4300,60373800
2024-06-20,4320,4410,4300,4400,4400,50579900
2024-06-21,4400,4610,4400,4540,4540,108982500
2024-06-24,4540,4600,4460,4540,4540,49112400
2024-06-25,4520,4530,4420,4480,4480,44861500
2024-06-26,4480,4530,4420,4420,4420,34063700
2024-06-27,4450,4610,4430,4580,4580,85462100
2024-06-28,4590,4740,4590,4660,4660,95384300
2024-07-01,4690,4720,4650,4710,4710,43250900
2024-07-02,4710,4730,4670,4710,4710,35142800
2024-07-03,4730,4740,4630,4650,4650,41531700
2024-07-04,4690,4770,4660,4710,4710,61435900
2024-07-05,4730,4780,4690,4700,4700,67585600
2024-07-08,4730,4740,4670,4670,4670,36004700
2024-07-09,4670,4870,4670,4860,4860,87456600
2024-07-10,4850,4900,4820,4820,4820,48700200
2024-07-11,4850,4880,4830,4870,4870,37573700
2024-07-12,4920,5125,4920,5025,5025,151520700
2024-07-15,5050,5075,4980,5025,5025,94794900
2024-07-16,5050,5050,4980,4980,4980,66371200
2024-07-17,5050,5075,5000,5000,5000,59615300
2024-07-18,4990,5125,4990,5075,5075,86127800
2024-07-19,5075,5100,5025,5100,5100,66907300
2024-07-22,5125,5150,5050,5100,5100,32378000
2024-07-23,5100,5125,5050,5050,5050,30554100
2024-07-24,5050,5100,5000,5100,5100,23442100
2024-07-25,5050,5075,4980,5025,5025,52463300
2024-07-26,5000,5075,4990,5000,5000,41982600
2024-07-29,5025,5050,5000,5025,5025,19854800
2024-07-30,5000,5000,4950,4950,4950,36234500
2024-07-31,4970,5025,4920,4970,4970,34106000
2024-08-01,4940,5075,4940,5075,5075,54207300
2024-08-02,5050,5150,5025,5100,5100,75959300
2024-08-05,5025,5050,4880,4960,4960,65485300
2024-08-06,5000,5075,4940,5025,5025,51827100
2024-08-07,5025,5050,4980,5000,5000,32547900
2024-08-08,5000,5100,4970,5025,5025,51493100
2024-08-09,5050,5200,5050,5125,5125,33031700
2024-08-12,5150,5150,5075,5125,5125,14296000
2024-08-13,5175,5200,5125,5175,5175,26196400
2024-08-14,5250,5375,5225,5275,5275,93112500
2024-08-15,5300,5325,5225,5250,5250,33034700
2024-08-16,5300,5350,5275,5300,5300,33604900
2024-08-19,5300,5450,5275,5350,5350,55661900
2024-08-20,5375,5500,5375,5475,5475,69978300
2024-08-21,5475,5550,5425,5450,5450,92703900
2024-08-22,5425,5425,5225,5275,5275,72626600
2024-08-23,5300,5500,5300,5450,5450,69905300
2024-08-26,5450,5550,5450,5525,5525,68435700
2024-08-27,5525,5550,5350,5400,5400,57135700
2024-08-28,5400,5425,5275,5375,5375,48476500
2024-08-29,5425,5425,5300,5300,5300,40749200
2024-08-30,5300,5400,5300,5350,5350,86718500
2024-09-02,5350,5400,5325,5350,5350,22988100
2024-09-03,5375,5400,5325,5375,5375,20288700
2024-09-04,5325,5375,5300,5350,5350,47278700
2024-09-05,5375,5450,5350,5450,5450,62221800
2024-09-06,5500,5675,5475,5650,5650,139365300
2024-09-09,5650,5750,5625,5725,5725,78827500
2024-09-10,5750,5775,5700,5700,5700,55033900
2024-09-11,5700,5750,5650,5650,5650,33792600
2024-09-12,5625,5650,5575,5600,5600,43318600
2024-09-13,5600,5650,5575,5625,5625,34311700
2024-09-17,5600,5700,5600,5650,5650,40776200
2024-09-18,5700,5700,5600,5700,5700,64489200
2024-09-19,5800,5850,5750,5825,5825,93847800
2024-09-20,5825,5825,5750,5750,5750,47673600
2024-09-23,5750,5850,5725,5800,5800,48008700
2024-09-24,5800,5825,5750,5800,5800,39900400
2024-09-25,5750,5750,5450,5600,5600,120885200
2024-09-26,5600,5625,5450,5600,5600,59306200
2024-09-27,5600,5600,5400,5450,5450,79718100
2024-09-30,5400,5450,5325,5350,5350,69417600
2024-10-01,5375,5450,5350,5375,5375,40085600
2024-10-02,5325,5400,5300,5350,5350,27716400
2024-10-03,5375,5400,5300,5375,5375,42597000
2024-10-04,5400,5425,5250,5325,5325,35822100
2024-10-07,5325,5350,5200,5200,5200,52624000
2024-10-08,5150,5400,5100,5350,5350,90686900
2024-10-09,5350,5425,5275,5325,5325,70831500
2024-10-10,5350,5400,5325,5325,5325,25892500
2024-10-11,5425,5425,5325,5375,5375,14488900
2024-10-14,5375,5450,5375,5425,5425,36808100
2024-10-15,5450,5525,5425,5500,5500,44248600
2024-10-16,5500,5500,5450,5475,5475,26629100
2024-10-17,5500,5575,5475,5500,5500,48570900
2024-10-18,5550,5650,5550,5650,5650,58870300
2024-10-21,5700,5750,5600,5625,5625,50980600
2024-10-22,5650,5675,5575,5650,5650,59956900
2024-10-23,5675,5675,5600,5675,5675,63163700
2024-10-24,5650,5700,5625,5625,5625,26445200
2024-10-25,5625,5650,5550,5650,5650,20200300
2024-10-28,5650,5675,5425,5500,5500,48523000
2024-10-29,5400,5500,5275,5300,5300,77068500
2024-10-30,5300,5325,5200,5225,5225,58411700
2024-10-31,5200,5300,5175,5250,5250,50040800
2024-11-01,5250,5250,5175,5200,5200,21870200
2024-11-04,5225,5325,5150,5300,5300,31669500
2024-11-05,5275,5450,5250,5400,5400,32446400
2024-11-06,5425,5425,5100,5125,5125,67214100
2024-11-07,5150,5175,5025,5025,5025,63745800
2024-11-08,5075,5125,4970,4980,4980,51133100
2024-11-11,4950,5025,4800,4990,4990,44028300
2024-11-12,4960,5000,4870,4930,4930,70220900
2024-11-13,4930,5025,4910,4960,4960,64548800
2024-11-14,4960,4970,4910,4950,4950,33431400
2024-11-15,4920,4940,4870,4910,4910,32785700
2024-11-18,4930,4930,4830,4870,4870,22240200
2024-11-19,4860,4890,4800,4850,4850,28214800
2024-11-20,4870,4900,4800,4850,4850,24693600
2024-11-21,4820,4850,4710,4720,4720,45727200
2024-11-22,4750,4860,4740,4840,4840,50258400
2024-11-25,4850,5075,4840,4990,4990,98405900
2024-11-26,5025,5050,4950,4950,4950,37322800
2024-11-28,5025,5075,4950,5025,5025,28337000
2024-11-29,5025,5050,4940,4980,4980,48885400
2024-12-02,4980,5000,4710,4710,4710,49318100
2024-12-03,4740,4840,4730,4780,4780,60101100
2024-12-04,4800,4980,4790,4950,4950,46942200
2024-12-05,4950,4950,4810,4820,4820,33537600
2024-12-06,4820,4880,4780,4860,4860,25735100
2024-12-09,4890,5050,4880,5000,5000,43938100
2024-12-10,4990,5100,4930,5100,5100,39158900
2024-12-11,5050,5175,5050,5075,5075,39770900
2024-12-12,5025,5025,4880,4880,4880,45911900
2024-12-13,4800,4830,4720,4730,4730,72851000
2024-12-16,4610,4720,4600,4640,4640,83736700
2024-12-17,4620,4640,4430,4470,4470,119873700
2024-12-18,4470,4530,4410,4430,4430,56470100
2024-12-19,4360,4370,4300,4310,4310,71247000
2024-12-20,4330,4360,4260,4260,4260,83872500
2024-12-23,4320,4390,4320,4380,4380,43668100
2024-12-24,4380,4400,4340,4380,4380,21458900
2024-12-27,4380,4430,4360,4360,4360,22838700
2024-12-30,4340,4380,4270,4350,4350,43899600
2025-01-02,4360,4590,4360,4590,4590,56985400
2025-01-03,4600,4630,4540,4540,4540,76388000
2025-01-06,4550,4560,4410,4430,4430,26008100
2025-01-07,4370,4410,4340,4360,4360,36973900
2025-01-08,4350,4430,4350,4370,4370,39476000
2025-01-09,4360,4410,4350,4380,4380,25545500
2025-01-10,4380,4420,4350,4350,4350,28235300
2025-01-13,4320,4330,4200,4210,4210,54029800
2025-01-14,4170,4240,4110,4130,4130,71568000
2025-01-15,4150,4430,4150,4410,4410,82038200
2025-01-16,4600,4600,4480,4500,4500,113849300
2025-01-17,4450,4570,4380,4470,4470,40130000
2025-01-20,4520,4660,4490,4620,4620,67692300
2025-01-21,4690,4820,4650,4740,4740,96008700
2025-01-22,4790,4810,4760,4790,4790,55899500
2025-01-23,4790,4820,4650,4650,4650,86704800
2025-01-24,4660,4700,4610,4610,4610,42140900
2025-01-30,4610,4670,4580,4640,4640,23980100
2025-01-31,4660,4880,4660,4770,4770,78958600
2025-02-03,4770,4800,4640,4780,4780,63072700
2025-02-04,4770,4780,4700,4700,4700,44266700
2025-02-05,4650,4680,4480,4500,4500,52077600
2025-02-06,4500,4510,4260,4290,4290,72520900
2025-02-07,4250,4350,4160,4270,4270,69268900
2025-02-10,4270,4310,4150,4150,4150,46856100
2025-02-11,4150,4170,4050,4070,4070,52994400
2025-02-12,4130,4300,4100,4300,4300,57782300
2025-02-13,4280,4300,4210,4250,4250,38173200
2025-02-14,4310,4390,4300,4370,4370,61932800
2025-02-17,4370,4590,4350,4570,4570,52492800
